phone,price,brand
HTC Desire 830 Dual Sim D830u 2PVD100 Coral White,949.00,HTC
HTC 10 M10h 32GB Topaz Gold,"2,559.00",HTC
Apple Iphone 6S Plus 16GB - Space Grey,"3,589.00",Apple
Apple Iphone 6S Plus 16GB - Gold,"3,589.00",Apple
HTC DESIRE 626 White Birch ,555.00,HTC
HTC DESIRE 626 Blue Lagoon ,555.00,HTC
Samsung Galaxy J5 White,699.00,Samsung
HTC 10 ( One M10 ) Original Malaysia Set (Topaz Gold) FOC Tempered Glass & Case,"2,599.00",HTC
Apple Iphone 6s 64GB - Space Grey,"3,745.00",Apple
Huawei P9 Lite 16GB (Gold) Original Huawei Malaysia Warranty,999.00,Huawei
HTC 10 ( One M10 ) Original Malaysia Set (Carbon Grey) FOC Tempered Glass & Case,"2,599.00",HTC
Samsung Galaxy J7 (2016) (SM-J710GZ) 16GB - White,939.00,Samsung
Samsung Galaxy J7 (2016) (SM-J710GZ) 16GB - Gold,939.00,Samsung
Samsung Galaxy J7 (2016) (SM-J710GZ) 16GB - Black,939.00,Samsung
Huawei P9 Lite 16GB (White) Original Huawei Malaysia Warranty,999.00,Huawei
Samsung Galaxy Note 5 Dual SIM 32GB Pink Gold,"2,449.00",Samsung
Apple iPhone 6s 16GB - Silver,"3,089.00",Apple
Apple Iphone 6s 16GB - Grey,"3,089.00",Apple
Asus ZenFone Go (ZC500TG) Red 5' 2GB RAM / 16GB,475.00,ASUS
Asus ZenFone Go (ZC500TG) Blue 5' 2GB RAM / 16GB,475.00,ASUS
Apple iPhone 6s 16GB (Gold) -Apple Malaysia Warranty,"3,089.00",Apple
Asus ZenFone Go (ZC500TG) Gold 5' 2GB RAM / 16GB,475.00,ASUS
Asus ZenFone Max (ZC550KL) White 5.5' 2GB RAM / 16GB,675.00,ASUS
Asus ZenFone Go (ZC500TG) Black 5' 2GB RAM / 16GB,475.00,ASUS
Asus ZenFone Go (ZC500TG) White 5' 2GB RAM / 16GB,475.00,ASUS
(Pre-Order) Samsung Galaxy Note 7 - Silver [BUNDLE : POKEMON MAGIX BALL 10000 mAh POWERBANK] [ETA : END OF SEPTEMBER],"3,199.00",Samsung
Huawei Honor 7 L01 Silver [FREE GIFT : SMART LATTICE ORI FLIP CASE + TEMPERED GLASS],"1,225.00",Huawei
Huawei Honor 7 32GB Enhanced L01 Gold [FREE GIFT : SMART LATTICE ORI FLIP CASE + TEMPERED GLASS],"1,340.00",Huawei
Samsung Note 5 32GB Gold,"2,265.00",Samsung
Samsung Note 5 32GB Silver,"2,265.00",Samsung
"Asus Ze500Kl 1A357Ww Black (5""/2Gb/16Gb/4G)",579.00,ASUS
Lenovo A 6000 Black,499.00,Lenovo
Asus ZenFone Go ZC500TG-1D128WW 2GB/16GB (Blue),499.00,ASUS
Asus ZenFone 2 Laser ZE550KL-6J217WW 32GB (Silver),699.00,ASUS
Asus ZenFone Go 4.5 ZB452KG-6J030WW 8GB (Silver),299.00,ASUS
Asus ZenFone Go 4.5 Plus ZC451TG-1I046WW 8GB (Pink),399.00,ASUS
Asus Zenfone 2 Laser (Ze500Kl) | Phone - Gold (Quad Core 1.2Ghz / 2GB RAM / 16GB),579.00,ASUS
Asus Zenfone Laser ( 5 Inch / Quad Core Msm8916 / 2Gb Ram / 16Gb) - Blue,653.00,ASUS
Asus Zenfone 2 (Ze551Ml) | Phone - Silver (Quad Core 2.3Ghz / 2GB RAM / 32GB),996.00,ASUS
Asus Zenfone 2 Laser (Ze601Kl) | Phone - Red (Octa Core 1.7Ghz / 3GB RAM / 16GB),"1,012.00",ASUS
Asus Zenfone 2 Laser (Ze601Kl) | Phone - Gold (Octa Core 1.7Ghz / 3GB RAM / 16GB),"1,095.00",ASUS
Asus ZenFone Go 4.5 Plus ZC451TG-1B044WW 8GB (White),399.00,ASUS
Asus ZenFone Go 4.5 Plus ZC451TG-1A043WW (Black),399.00,ASUS
Asus ZenFone 2 Laser ZE500KL-1F366WW 2GB/16GB (Purple),599.00,ASUS
Asus ZenFone Go 4.5 Plus ZC451TG-1D045WW 8GB (Blue),399.00,ASUS
Zenfone 2 Laser Silver (6.0 Inch / 3Gb Ram / 16Gb),"1,095.00",ASUS
Asus Zenfone C (Zc451Cg) | Phone - Gold (Multi Core 1.2Ghz / 1GB RAM / 8GB),292.00,ASUS
Zenfone 2 Selfie Purple 63Ww (5.5 Inch / 3Gb Ram / 32Gb),996.00,ASUS
Zenfone 2 Laser Silver (5.0 Inch / 2Gb Ram / 16Gb),653.00,ASUS
Asus ZenFone 2 Laser ZE500KL-1B364WW 2GB/16GB (White),599.00,ASUS
Huawei P9 LTE 3GB RAM/32GB ROM (Official Huawei Warranty) - Titanium Gray,"1,999.00",Huawei
Logitech Wireless Mouse M545 - Black (910-004100),103.80,Logitech
Logitech Stereo Headset H150 - Fuchsia Pink (981-000455),43.80,Logitech
Zenfone 2 Laser Gold (5.5 Inch / 2Gb Ram / 16Gb),766.00,ASUS
Asus Zenfone 2 Fhd Plus Ze551Ml - 92Ww (5.5 Inch / 4Gb Ram / 32Gb) - Gold,996.00,ASUS
Asus Zenfone C (Zc451Cg) | Phone - Black (Multi Core 1.2Ghz / 1GB RAM / 8GB),292.00,ASUS
Asus Zenfone C (Zc451Cg) | Phone - Red (Multi Core 1.2Ghz / 1GB RAM / 8GB),292.00,ASUS
Lenovo A2010 4.5” Dual Sim LTE 4G (8GB ROM) Original Lenovo Malaysia (Black),249.00,Lenovo
"Samsung Galaxy Note 5 - 5.7""/4GB/32GB/LTE (SM-N9208ZWUXME - White)","2,288.00",Samsung
"Samsung Galaxy Note 5 - 5.7""/4GB/32GB/LTE (SM-N9208ZDUXME - Gold)","2,288.00",Samsung
"LENOVO A1000 4.0"" 8GB+1GB RAM DUAL-SIM (WHITE) ORI LENOVO",209.00,Lenovo
"Asus Zenfone 2 Laser (Ze500Kl/1B270Ww/5""/2Gb Ram/16Gb) - White",653.00,ASUS
"Asus Zenfone 2 Laser (Ze550Kl/6J098Ww/5.5""/2Gb/16Gb) - Silver",766.00,ASUS
"Asus Zenfone C (Zc451Cg/1D123Ww/4.5""/2Gb Ram/16Gb) - Blue",436.00,ASUS
Asus Zenfone 2 Laser (Ze500Kl/1C271Ww/5 Inch/2Gb/16Gb) - Red,653.00,ASUS
HUAWEI Y3C / Y336 [Y336] 4GB +512MB Ram Dual-Sim (WHITE) ORI MSIA SET,188.00,Huawei
HUAWEI NEXUS 6P 64GB ORI HUAWEI MSIA SET (SILVER),"2,249.00",Huawei
Lenovo P90 2(5.5Inch / 2Gb Ram / 32Gb) Black (4000Mah Battery),746.00,Lenovo
"Asus Zenfone C (Zc451Cg/1A120Ww/4.5""/2Gb Ram/16Gb) - Black",436.00,ASUS
"Asus Zenfone 2 Laser (Ze500Kl/1A269Ww/5""/2Gb/16Gb) - Black",653.00,ASUS
Asus Zenfone C (Zc451Cg) | Phone - Gold (Multi Core 1.2Ghz / 2GB RAM / 16GB),436.00,ASUS
Lenovo P1m (Black),499.00,Lenovo
Sony Xperia XA F3116 16GB - White,"1,049.00",Sony
Asus Zenfone C (ZC451CG) 1 + 8GB (Black),289.00,ASUS
"Asus Zenfone 2 Laser (Ze550Kl/1C033Ww/5.5""/2Gb/16Gb) - Red",800.00,ASUS
"Lenovo A1000 | 4"" Android Smartphone - Black (Quad Core 1.3Ghz / 1GB RAM / 8GB)",240.00,Lenovo
Lenovo A6000 15My (5 Inch / 2Gb Ram / 16Gb) Black,480.00,Lenovo
Samsung Galaxy A7 2016 (Pink Gold) + FREE 32GB EVO Plus microSD,"1,588.00",Samsung
Samsung Galaxy A7 2016 (Gold) + FREE 32GB EVO Plus microSD,"1,588.00",Samsung
Lenovo A2010 21My (4.5 Inch / 1Gb Ram / 8Gb ) Black,314.00,Lenovo
Asus Zenfone C (Zc451Cg) | Phone - White (Multi Core 1.2Ghz / 2GB RAM / 16GB),403.00,ASUS
"Lenovo P70 - 5"" Big Battery Smartphone With Dual Cameras - Blue (Octa Core 1.7Ghz / 2GB RAM / 16GB)",537.00,Lenovo
Samsung Galaxy Note 5 (Black),"2,349.00",Samsung
LENOVO A2020 - Vibe C Black,370.00,Lenovo
SAMSUNG GALAXY A5-A510 (2016) Pink,"1,299.00",Samsung
Samsung Galaxy J2 Ori Samsung Msia (WHITE) Original SME Warranty,559.00,Samsung
"Asus Zenfone 2 Laser (Ze550Kl/1A031Ww/5.5""/2Gb/16Gb) - Black",800.00,ASUS
Asus Zenfone 2 Laser Ze500Kl 72Ww (5 Inch/ 2Gb /16Gb) - Gold,653.00,ASUS
Asus Zenfone 2 Laser Ze550Kl 32Ww (5.5 Inch/ 2Gb /16Gb) - White,766.00,ASUS
Samsung Galaxy J2 Ori Samsung Msia (BLACK) Original SME Warranty,559.00,Samsung
Xiaomi Mi5 32GB - WHITE (MY SET),"1,549.00",Xiaomi
Samsung Galaxy A9 Pro 2016 32GB (Gold),"1,850.00",Samsung
Samsung Galaxy A9 Pro 2016 32GB (Black),"1,850.00",Samsung
Asus Zenfone C 22Ww (4.5 Inch / 2Gb Ram / 8Gb) - Red,436.00,ASUS
"Acer Z220 Hm3Sm 001 Wht (4.0"" Touch / 1Gb Ram / 8Gb)",200.00,Acer
Asus Zenfone 2 Selfie 70Ww (5.5 Inch/ 3Gb Ram/ 32Gb) - Pink,996.00,ASUS
Samsung Galaxy A9 Pro 2016 32GB (White),"1,850.00",Samsung
Samsung A7 (2016) Black FREE Samsung Micro SD card (MICROSDHC) Evo Plus 32GB,"1,569.00",Samsung
Samsung A9 Pro Black FREE Samsung Micro SD card (MICROSDHC) Evo Plus 64GB,"1,850.00",Samsung
Asus Zenfone 2 (Ze551Ml) | Phone - Gold (Quad Core 2.3Ghz / 4GB RAM / 64GB),"1,178.00",ASUS
Asus Zenfone 2 (Ze551Ml) | Phone - Black (Quad Core 2.3Ghz / 4GB RAM / 64GB),"1,289.00",ASUS
Asus Zenfone C (Zc451Cg) | Phone - White (Multi Core 1.2Ghz / 1GB RAM / 8GB),292.00,ASUS
Samsung A9 Pro White FREE Samsung Micro SD card (MICROSDHC) Evo Plus 64GB,"1,850.00",Samsung
Samsung Galaxy S7 32GB (SM-G930F) - Gold Platinum,"2,499.00",Samsung
Samsung J5 2016 (Black),764.00,Samsung
Samsung Galaxy Note 5 32GB (Black) [FREE GIFT :  32GB EVO+ MICRO SD],"2,299.00",Samsung
Huawei Honor 7 Enhanced 32GB/3GB Gold [FREE GIFT : Tempered Glass & 32GB Sandisk Memory Card],"1,339.00",Huawei
LG Nexus 5X 32GB (LG Malaysia Warranty) FREE APC 10000mAh PB,"1,138.00",LG
Huawei Honor 5C 16GB - Silver,749.00,Huawei
Samsung A9 Pro Gold FREE Samsung Micro SD card (MICROSDHC) Evo Plus 64GB,"1,850.00",Samsung
Asus Zenfone 2 Laser 5.5” ZE550KL 32GB 2GB RAM Ori Msia Set (Gold),649.00,ASUS
Asus Zenfone 2 Laser 5.5” ZE550KL 32GB 2GB RAM Ori Msia Set (Silver),649.00,ASUS
Huawei Honor 5C 16GB - Gold,769.00,Huawei
Huawei Honor 5C 16GB - Grey,749.00,Huawei
OnePlus 3 LTE 6GB/64GB (Gold) (1 Year Local Manufacturer Warranty) + FREE APC 5000mAh Powerbank,"1,888.00",Oneplus
Samsung Galaxy A9 Pro 32GB BLACK [FREE GIFT : 64GB EVO+ MICRO SD],"1,854.00",Samsung
Samsung Galaxy A9 Pro 32GB WHITE [FREE GIFT : 64GB EVO+ MICRO SD],"1,854.00",Samsung
Xiaomi Redmi Note 3 - 3GB RAM + 32GB Gold (Malaysia Set),949.00,Xiaomi
OnePlus 3 LTE 6GB/64GB (Gray) (1 Year Local Manufacturer Warranty),"1,888.00",Oneplus
OnePlus 3 LTE 6GB/64GB (Gold) (1 Year Local Manufacturer Warranty),"1,888.00",Oneplus
Samsung Note 5 32GB White,"2,245.00",Samsung
Huawei Honor 7 L01 Grey [FREE GIFT : SMART LATTICE ORI FLIP CASE + TEMPERED GLASS],"1,225.00",Huawei
Samsung Galaxy J2 (White),549.00,Samsung
Ding Ding Iron 1 1GB+8GB (White) (Official Ding Ding Warranty),299.00,Ding Ding
Ding Ding Iron 1 1GB+8GB (White Pink) (Official Ding Ding Warranty),299.00,Ding Ding
Asus Zenfone Go 16GB ZC500TG (Black),455.00,ASUS
Asus Zenfone Go 16GB ZC500TG (Red),455.00,ASUS
Asus ZenFone Go 4.5 ZB452KG-1B027WW 8GB (White),299.00,ASUS
Asus Zenfone Go 16GB ZC500TG (White),455.00,ASUS
Asus Zenfone Go 16GB ZC500TG (Blue),455.00,ASUS
Asus Zenfone Go 16GB ZC500TG (Gold),455.00,ASUS
Oneplus 2 A2003 64GB (Sandstone Black),"1,349.00",Oneplus
Asus ZenFone Go 4.5 ZB452KG-1E028WW 8GB (Yellow),299.00,ASUS
Asus ZenFone Go 4.5 ZB452KG-6G029WW 8GB (Gold),299.00,ASUS
Asus ZenFone Go 5.5 ZB551KL-1B081WW 16GB (White),599.00,ASUS
Asus ZenFone Go 5.5 ZB551KL-1D082WW 16GB (Blue),599.00,ASUS
Huawei Honor 4C U01 (Black),519.00,Huawei
"OPPO F1s 5.5"" 32GB (Rose Gold) - Official OPPO Malaysia Warranty ","1,198.00",OPPO
"OPPO F1s 5.5"" 32GB (Gold) - Official OPPO Malaysia Warranty","1,198.00",OPPO
TP-LINK NEFFOS C5L LTE 8GB (WHITE MODEL),359.00,Neffos
Asus ZenFone Zoom ZX551ML-1A058WW 128GB (Black),"2,099.00",ASUS
Asus ZenFone Zoom ZX551ML-1B059WW 128GB (White),"2,099.00",ASUS
Asus ZenFone Go 5.5 ZB551KL-1A080WW 16GB (Black),599.00,ASUS
Asus ZenFone 2 Laser ZE601KL-6J065WW 16GB (Silver),"1,099.00",ASUS
TP-LINK NEFFOS C5L LTE 8GB (BLACK MODEL),359.00,Neffos
TP-LINK NEFFOS C5 LTE 16GB (WHITE MODEL),539.00,Neffos
TP-LINK NEFFOS C5 LTE 16GB (BLACK MODEL),539.00,Neffos
Ding Ding SK7 1GB+16GB (BLACK) (Official Ding Ding Warranty),398.00,Ding Ding
Asus ZenFone 2 Laser ZE601KL-6G064WW 16GB (Gold),"1,099.00",ASUS
Asus ZenFone 2 Laser ZE601KL-6C063WW 16GB (Red),"1,099.00",ASUS
Asus ZenFone Selfie ZD551KL-1I070WW 32GB (Pink),999.00,ASUS
Ding Ding SK5 5.0Inch 8GB (Black) (Official Ding Ding Malaysia Warranty),288.00,Ding Ding
Ding Ding SK5 5.0Inch 8GB (Gold) (Official Ding Ding Malaysia Warranty),288.00,Ding Ding
Ding Ding SK5 5.0Inch 8GB (Rose Gold) (Official Ding Ding Malaysia Warranty),288.00,Ding Ding
DING DING HEAT 8 4G LTE 2GB+16GB (Black) [FREE GIFT : VR BOX],588.00,Ding Ding
Asus ZenFone Selfie ZD551KL-1B069WW 32GB (White),999.00,ASUS
Asus ZenFone Selfie ZD551KL-6C072WW 32GB (Red),999.00,ASUS
Asus ZenFone Selfie ZD551KL-6G073WW 32GB (Gold),999.00,ASUS
DING DING HEAT 8 4G LTE 2GB+16GB (Gold) [FREE GIFT : VR BOX],588.00,Ding Ding
DING DING HEAT 8 4G LTE 2GB+16GB (Silver) [FREE GIFT : VR BOX],588.00,Ding Ding
Asus ZenFone Selfie ZD551KL-6J074WW 32GB (Silver),999.00,ASUS
Asus Zenfone 2 FHD ZE551ML-6A302WW 64GB (Black),"1,399.00",ASUS
Ding Ding SK7 1GB+16GB (GOLD) (Official Ding Ding Warranty)),398.00,Ding Ding
Ding Ding SK7 1GB+16GB (WHITE) (Official Ding Ding Warranty),398.00,Ding Ding
Ding Ding Iron2  2GB+16GB (Pink Limited Edition) (Official Ding Ding Warranty),428.00,Ding Ding
Ding Ding Iron2  2GB+16GB (Black Gold) (Official Ding Ding Warranty),428.00,Ding Ding
(PRE-ORDER) Samsung Galaxy Note 7 (BLACK) [FREE GIFT : PINENG ORIGINAL POWER BANK PN-963 mAh 10000] (ETA : END OF SEPTEMBER),"3,199.00",Samsung
Asus Zenfone 2 FHD ZE551ML-6C303WW 64GB (Red),"1,399.00",ASUS
Asus Zenfone 2 FHD ZE551ML-6J307WW 64GB (Silver),"1,399.00",ASUS
Asus Zenfone Max ZC550KL-6A008WW 16GB (Black),799.00,ASUS
Asus Zenfone Max ZC550KL-1B009WW 16GB (White),799.00,ASUS
Ding Ding Iron2  2GB+16GB (White)  (Official Ding Ding Warranty),428.00,Ding Ding
ASUS ZENFONE SELFIE 32GB ZD551KL 13MP SELFIE CAMERA ORI ASUS (WHITE),799.00,ASUS
ASUS ZENFONE SELFIE 32GB ZD551KL 13MP SELFIE CAMERA ORI ASUS (RED),799.00,ASUS
(PRE-ORDER) Samsung Galaxy Note 7 (SILVER) [FREE GIFT : PINENG ORIGINAL POWER BANK PN-963 mAh 10000] (ETA : END OF SEPTEMBER),"3,199.00",Samsung
Sony Xperia Z5 Premium Black (E6883) - Original Set,"2,499.00",Sony
Asus Zenfone 2 FHD ZE551ML-6A290WW 32GB (Black),"1,199.00",ASUS
Asus Zenfone 2 FHD ZE551ML-6C291WW 32GB (Red),"1,199.00",ASUS
Asus Zenfone 2 FHD ZE551ML-6J293WW 32GB (Silver),"1,199.00",ASUS
HTC 10 M10h 32GB Topaz Gold [FREE GIFT : ICE VIEW CASING+TEMPERED GLASS],"2,599.00",HTC
SAMSUNG GALAXY J1 MINI 8GB - WHITE,275.00,Samsung
Vivo Y51 16GB (White),699.00,Vivo
Vivo Y51 16GB (Black),699.00,Vivo
Asus Zenfone Laser ZE550KL-6G097WW (Gold) 5.5˝/2GB/16GB/Dual-SIM,799.00,ASUS
[Pre-Order] Samsung Galaxy Note 7 5.7´ 4GB RAM / 64GB GOLD PLATINUM [ETA : END OF SEPTEMBER] [FREE GIFT : SPIGEN RUGGED ARMOR],"3,199.00",Samsung
[Pre-Order] Samsung Galaxy Note 7 5.7´ 4GB RAM / 64GB SILVER TITANIUM [ETA : END OF SEPTEMBER] [FREE GIFT : SPIGEN RUGGED ARMOR],"3,199.00",Samsung
Alcatel One Touch Flash Plus 2 FL02 Luna Silver [OFFICIAL ALCATEL WARRANTY],729.00,Alcatel
Alcatel One Touch Flash Plus 2 FL02 Venus Gold [OFFICIAL ALCATEL WARRANTY],729.00,Alcatel
Huawei Mate 8 4GB RAM Gold,"2,250.00",Huawei
Huawei Mate 8 4GB RAM Mocha Brown,"2,250.00",Huawei
HTC 10 M10H 32GB Topaz Gold,"2,659.00",HTC
"Asus ZenFone 3 (ZE520KL)‏ Sapphire Black 5.2"" 4GB RAM / 64GB","1,330.00",ASUS
Vivo V3Max 32GB (Gold),"1,199.00",Vivo
Vivo V3Max 32GB (Rose Gold),"1,199.00",Vivo
"Asus ZenFone 3 ZE520KL 5.2""  4GB/64GB Dual SIM - Sapphire Black [FREE GIFT: Hotel Voucher Worth RM 500]","1,399.00",ASUS
SAMSUNG GALAXY J3 (2016) - 8GB BLACK,597.00,Samsung
Samsung Galaxy J1 Mini White,279.00,Samsung
Samsung Galaxy J1 Mini Gold,279.00,Samsung
Samsung Galaxy J1 Mini Black,279.00,Samsung
[Pre-Order] Samsung Galaxy Note 7 5.7´ 4GB RAM / 64GB BLACK ONYX [ETA : END OF SEPTEMBER] [FREE GIFT : SPIGEN LIQUID CRYSTAL CASING],"3,199.00",Samsung
[Pre-Order] Samsung Galaxy Note 7 5.7´ 4GB RAM / 64GB GOLD PLATINUM [ETA : END OF SEPTEMBER] [FREE GIFT : SPIGEN LIQUID CRYSTAL CASING],"3,199.00",Samsung
[Pre-Order] Samsung Galaxy Note 7 5.7´ 4GB RAM / 64GB SILVER TITANIUM [ETA : END OF SEPTEMBER] [FREE GIFT : SPIGEN LIQUID CRYSTAL CASING],"3,199.00",Samsung
Samsung Galaxy J7 2016 | 5.5˝ Display| 16GB ROM | Dual Sim white (1 Year SME Warranty),979.00,Samsung
Huawei Honor 5C White,769.00,Huawei
Huawei Honor 5C Black,769.00,Huawei
HTC 10 M10h 32GB Topaz Gold[FREE GIFT : LOCA POWERBANK 10000MAH+LOCA MMC 32GB+CLEAR CASE+TEMPERED GLASS][OFFICIAL HTC WARRANTY],"2,699.00",HTC
"Huawei P9 Plus 5.5"" Gold [FREE GIFT : Sandisk Wireless Stick worth RM199 & U Loca Powerbank 10000mAh]","2,399.00",Huawei
Huawei P9 Lite 16GB Black [FREE GIFT : Sandisk Wireless Stick worth RM199 & Loca Powerbank 10000mAh],"1,099.00",Huawei
Huawei P9 Lite 16GB Gold [FREE GIFT : Sandisk Wireless Stick worth RM199 & Loca Powerbank 10000mAh],"1,099.00",Huawei
Asus Zenfone Live G500TG (16GB Rom + 2GB Ram) Ori Asus Msia Set (Black Blue),485.00,ASUS
Asus Zenfone Live G500TG (16GB Rom + 2GB Ram) Ori Asus Msia Set (White Yellow),485.00,ASUS
"Asus Zenfone GO 4.5"" (ZB452KG) 8GB/1GB RAM 5MP Ori Asus Malaysia (Red)",289.00,ASUS
"Asus Zenfone GO 4.5"" (ZB452KD) 8GB/1GB RAM 5MP Ori Asus Malaysia (Lemon Yellow)",289.00,ASUS
"Asus ZenFone Go 5.5"" ZB551KL-3H142WW16GB (Grey)",599.00,ASUS
[Pre-Order] Samsung Galaxy Note 7 5.7´ 4GB RAM / 64GB BLACK ONYX [ETA : END OF SEPTEMBER] [FREE GIFT : SPIGEN RUGGED ARMOR],"3,199.00",Samsung
"Asus ZenFone Go 5.5"" ZB551KL-3G141WW 16GB (Gold)",599.00,ASUS
"Leagoo Shark 1 4G (6.0"", Octa Core, 3GB, 16GB ROM) - Black",999.00,Leagoo
Huawei P9 EVA-L19 Titanium Grey [FREE LOCA MMC 32GB+LOCA POWERBANK 10000MAH+ORI FLIP CASING+TEMPEREDGLASS],"1,999.00",Huawei
Huawei P9 EVA-L19 Mystic Silver  [FREE LOCA MMC 32GB+LOCA POWERBANK 10000MAH+ORI FLIP CASING+TEMPEREDGLASS],"1,999.00",Huawei
Samsung Galaxy S7 Edge (Gold),"2,888.00",Samsung
Huawei P9 Lite 16GB White [FREE GIFT : Sandisk Wireless Stick worth RM199 & Loca Powerbank 10000mAh],"1,099.00",Huawei
LENOVO VIBE K4 NOTE - 3GB RAM BLACK  ** FREE 1 ANT VR ,869.00,Lenovo
LENOVO VIBE K4 NOTE - 3GB RAM WHITE  ** FREE 1 ANT VR ,839.00,Lenovo
Lenovo Vibe X3 - White (32GB),"1,169.00",Lenovo
"Asus Zenfone GO 4.5"" (ZB452KD) 8GB/1GB RAM 5MP Ori Asus Malaysia (Black)",289.00,ASUS
Huawei Honor 5X 16GB/2GB Grey [FREE GIFT:Tempered Glass],828.00,Huawei
Huawei Honor 5X 16GB/2GB Silver [FREE GIFT:Tempered Glass],828.00,Huawei
"Leagoo Shark 1 4G (6.0"", Octa Core, 3GB, 16GB ROM) - Gold",999.00,Leagoo
"Leagoo Shark 1 4G (6.0"", Octa Core, 3GB, 16GB ROM) - Silver",999.00,Leagoo
Leagoo C3 Keypad Phone with Digital TV – Titanium Grey,99.00,Leagoo
Samsung Galaxy Tab A T285 8GB LTE Black [OFFICIAL SAMSUNG WARRANTY],749.00,Samsung
Samsung Galaxy Tab A T285 8GB LTE Silver [OFFICIAL SAMSUNG WARRANTY],749.00,Samsung
Logitech Wireless Mouse M545 - Red (910-004100),103.80,Logitech
[PRE-ORDER] Samsung Galaxy Note 7 64GB (1 year warranty by Samsung Malaysia SME) Black [ETA : END OF SEPTEMBER],"3,188.00",Samsung
[PRE-ORDER] Samsung Galaxy Note 7 64GB (1 year warranty by Samsung Malaysia SME) Gold [ETA : END OF SEPTEMBER],"3,188.00",Samsung
[PRE-ORDER] Samsung Galaxy Note 7 64GB (1 year warranty by Samsung Malaysia SME) Silver [ETA : END OF SEPTEMBER],"3,188.00",Samsung
Huawei Honor 5X 16GB/2GB Gold [FREE GIFT:Tempered Glass],839.00,Huawei
Alcatel Flash 2 7049D Volcanic Grey FREE Battery Cover Mica White,459.00,Alcatel
Samsung J1 (2016) Ori Samsung Msia Set (Black) [FREE GIFT : YES SIM CARD 30GB],407.00,Samsung
Leagoo C3 Keypad Phone with Digital TV – Champagne Gold,99.00,Leagoo
Leagoo C3 Keypad Phone with Digital TV – Garnet Red,99.00,Leagoo
Logitech Stereo Headset H110 (981-000459),29.80,Logitech
ASUS ZenFone Zoom ZX551ML 128GB (Black),"1,199.00",ASUS
ASUS ZenFone Zoom ZX551ML 128GB (White),"1,199.00",ASUS
Samsung J1 (2016) Ori Samsung Msia Set (White) [FREE GIFT : YES SIM CARD 30GB],407.00,Samsung
Samsung J1 (2016) Ori Samsung Msia Set (Gold) [FREE GIFT : YES SIM CARD 30GB],407.00,Samsung
Lenovo A606 White,439.00,Lenovo
Lenovo A859 Grey,519.00,Lenovo
Huawei P9 Lite VNS-L31 Gold,949.00,Huawei
Huawei P9 Lite VNS-L31 White,949.00,Huawei
Huawei P9 Plus VIE-L29 Haze Gold [FREE LOCA MMC 32GB+LOCA POWERBANK 10000MAH+ORI FLIP CASE+TEMPERED GLASS],"2,449.00",Huawei
"SAMSUNG GALAXY J5 2016 16GB 5.2""- BLACK [FREE GIFT : YES SIM CARD 30GB]",759.00,Samsung
"SAMSUNG GALAXY J5 2016 16GB 5.2""- WHITE [FREE GIFT : YES SIM CARD 30GB]",759.00,Samsung
"SAMSUNG GALAXY J5 2016 16GB 5.2""- GOLD [FREE GIFT : YES SIM CARD 30GB]",759.00,Samsung
Lenovo A850 White,359.00,Lenovo
Lenovo A850 Black,399.00,Lenovo
Huawei P9 Lite VNS-L31 Black,949.00,Huawei
DOOGEE X5 MAX 8GB (BLACK),299.00,Doogee
DOOGEE X5 MAX 8GB (WHITE),299.00,Doogee
"SAMSUNG GALAXY J5 2016 16GB 5.2""- GOLD ** Free YES Prepaid Sim Card 30GB Data ",828.00,Samsung
Lenovo S660 Titanium,339.00,Lenovo
Lenovo A606 Black,409.00,Lenovo
Lenovo Vibe X2 32GB Gold,899.00,Lenovo
Asus Zenfone Go ZB551KL White,569.00,ASUS
Huawei Honor 4X L-11 (White),588.00,Huawei
ZTE Blade A610 16GB (Gold) – Official ZTE Malaysia Warranty,499.00,ZTE
ZTE Blade A610 16GB (Gold) – Official ZTE Malaysia Warranty,499.00,ZTE
Asus Zenfone Max ZC550KL 16GB Black [FREE GIFT : ORI FLIP CASING +TEMPERED GLASS],699.00,ASUS
Asus Zenfone Max ZC550KL 16GB White [FREE GIFT : ORI FLIP CASING +TEMPERED GLASS],699.00,ASUS
Huawei Honor 5X L-22 Grey [FREE GIFT : ORI FLIP CASE + TEMPERED GLASS],828.00,Huawei
Huawei Honor 5X L-22 Silver [FREE GIFT : ORI FLIP CASE + TEMPERED GLASS],828.00,Huawei
Huawei Honor 5X L-22 Gold [FREE GIFT : ORI FLIP CASE + TEMPERED GLASS],843.00,Huawei
"Asus ZenFone Go 5.5"" ZB551KL-3G141WW 16GB (Gold)",599.00,ASUS
Xiaomi Redmi 1S Gray [OFFICIAL XIAOMI WARRANTY],299.00,Xiaomi
XiaoMi Mi5 3GB/32GB Original Malaysia Set - White,"1,519.00",Xiaomi
Lenovo A6000 8GB Black *Free Car Holder,482.00,Lenovo
"Asus ZenFone Go 5.5"" ZB551KL-3H142WW16GB (Grey)",599.00,ASUS
OPPO Neo 7 16GB (White) (Official Oppo Malaysia Warranty),598.00,OPPO
Lenovo A 6000 Black *Free Silicon Holder,485.00,Lenovo
"HUAWEI HONOR 5X 5.5"" 16GB (SILVER) ORI HUAWEI MSIA FREE Movie Merchandise T-Shirt (Random Size) & Original Back Case ",824.00,Huawei
